"IO_ID","Address","OccupantName","StructureName","PropUseType","PropUseTypeDescription","InspectionType_Full","LatestInspDate","InspWithinLastYear","address_id","lon","lat"
"159679","6201-03 East McNichols","H & A AUTO PARTS",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","7/7/2022 00:38:27","Yes","471114","-83.040094","42.420062"
"159482","20354 West Seven Mile","Boost mobile","Boost mobile","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","6/7/2022 23:09:01","Yes","102853","-83.242593","42.429758"
"159481","20346 West Seven Mile","Everything Taylord",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","6/7/2022 23:03:56","Yes","102851","-83.242593","42.429758"
"159480","20344 West Seven Mile","AUTHENTIC BARBER SHOP","Authentic Barber Shop","UUU"," Undetermined","ANNUAL Business Occupancy","6/7/2022 22:56:31","Yes","102850","-83.242593","42.429758"
"159479","20340 West Seven Mile","Faircrest",,"519"," Food And Beverage Sales, Grocery Store","ANNUAL Business Occupancy","6/7/2022 22:49:03","Yes","353068","-83.242592","42.429783"
"159478","20338 West Seven Mile Road","Shimmy and Shine Kids Spa",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","6/7/2022 22:37:39","Yes","541974","-83.242593","42.429758"
"159477","2960 East Grand Boulevard","CAMPUS AUTO REPAIR","Campus Auto Repair","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","6/7/2022 22:26:30","Yes","347524","-83.06852","42.372526"
"159161","1376 Broadway","Poppin Top Hat",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","6/7/2022 22:10:23","Yes",,,
"154790","6905 East Jefferson","CITY PEKIN","City Pekin","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","6/7/2022 17:58:43","Yes","275547","-83.003913","42.346642"
"131100","16801 Mack","BOB MAXEY LINCOLN MERCURY USED CAR DEALERSHIP","BOB MAXEY USED CARS","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","6/7/2022 17:17:33","Yes","320359","-82.925275","42.39409"
"131101","16901 Mack","Bob Maxey Lincoln- Showroom/Parts/Service & Body shop","BOB MAXEY LINCOLN","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","6/7/2022 16:15:22","Yes","320533","-82.924231","42.394503"
"159439","13310 East Eight Mile","Northern Soul cafe","Maitai's","162"," Bar or Nightclub","ANNUAL Business Occupancy","6/7/2022 16:00:19","Yes","494282","-82.988973","42.448977"
"159438","14340 West McNichols","SOUTHERN SMOKEHOUSE RESTAURANT","Southern Smokehouse Restaurant","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","6/7/2022 14:45:50","Yes","66542","-83.187043","42.416753"
"128719","5321 East McNichols","ALLIED TOWING SERVICE, INC.",,"UUU"," Undetermined","ANNUAL Storage Occupancy","6/7/2022 14:25:41","Yes","270751","-83.04921","42.419155"
"154638","15525 Schoolcraft","CLARK GAS STATION & FOOD SHOP INC.","CLARK GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","6/7/2022 14:00:00","Yes","137129","-83.198879","42.386713"
"141926","5221 East McNichols","Allied Towing","Allied Towing","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Storage Occupancy","6/7/2022 13:35:30","Yes",,,
"159437","16401 West Eight Mile","UPTOWN BOOKSTORE","Uptown Bookstore","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","6/7/2022 13:30:46","Yes","73319","-83.21046","42.444191"
"141925","5241 East McNichols","ALLIED TOWING SERVICE INC",,"500"," Mercantile, Business - Other","ANNUAL Storage Occupancy","6/7/2022 13:15:30","Yes","272765","-83.049936","42.419147"
"159543","15439 Schoolcraft","15439 CITGO GAS STATION","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Business Occupancy","6/7/2022 13:00:00","Yes","137226","-83.197508","42.386808"
"159436","12600 Gratiot","T & W Fuel stop Inc.","Sunoco Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","6/7/2022 11:30:37","Yes","238259","-82.988034","42.418304"
"159541","15440 Schoolcraft","M & SH GAS MART INC / SUNOCO GAS","Sunoco Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","6/7/2022 11:00:00","Yes","128983","-83.197671","42.387437"
"155825","320 East Seven Mile","ADAMO DEMOLITION","ADAMO DEMOLITION","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","6/7/2022 10:30:00","Yes","347897","-83.099571","42.43224"
"159457","20227 West Seven Mile","LOVEJOY INTERNATIONAL","LOVEJOY INTERNATIONAL","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 18:00:57","Yes","353046","-83.241287","42.429203"
"159537","15510 Fenkell","FENKELL GAS & MART MOBIL GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","5/7/2022 16:00:00","Yes","145998","-83.199201","42.401746"
"159455","19705 West Seven Mile","Evergreen Wellness",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 14:36:36","Yes","103643","-83.236959","42.429355"
"159454","19710 West Seven Mile","Sacred Hearts Tattos",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 14:23:46","Yes","352921","-83.236977","42.429905"
"159453","19720 Seven Mile Road West","Next in Line",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 14:19:24","Yes","101348","-83.237162","42.42988"
"159452","19701 West Seven Mile","NEW CHOICE INVESTMENTS, LLC",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 14:01:46","Yes","352918","-83.236954","42.429346"
"159411","19137 West Seven Mile","MARTELL LIQUOR",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","5/7/2022 13:42:10","Yes","116709","-83.230443","42.429512"
"159451","15621 West Warren","PALM FISH AND CHICKEN","Palm Fish and Chicken","100"," Assembly - Other","ANNUAL Business Occupancy","5/7/2022 12:54:06","Yes","215799","-83.197932","42.343399"
"159581","5808 East McNichols","Budz Xclusive Cannabis","Budz Xclusive Cannabis","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 12:40:40","Yes","536347","-83.044429","42.418795"
"159450","8909 Hubbell","A 1 Signs and Awnings",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","5/7/2022 12:10:47","Yes","216210","-83.187578","42.359999"
"159536","15140 Greenfield","EXPRESS INC.","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","5/7/2022 12:00:00","Yes","143104","-83.198094","42.401189"
"159535","14458 Grand River","Grand River Fuel 1","Exxon Gas Station","571"," Service Station, Gas Station","ANNUAL Business Occupancy","5/7/2022 11:00:00","Yes","254616","-83.186806","42.388264"
"153892","715 East Milwaukee","TANGENT GALLERY","TANGENT GALLERY","160"," Eating, Drinking Places - Other","ANNUAL Assembly Occupancy","4/7/2022 22:19:24","Yes","340413","-83.063565","42.372647"
"159362","6545 St. Antoine","Replay Cafe","Replay Cafe","100"," Assembly - Other","ANNUAL Assembly Occupancy","2/7/2022 10:14:26","Yes","5323","-83.065555","42.372329"
"157991","14044 Telegraph","BARNO'S LIQUOR SHOPPE",,"700"," Manufacturing, Processing","ANNUAL Mercantile Occupancy","1/7/2022 16:00:00","Yes","138531","-83.274869","42.386845"
"159355","4821 East McNichols","Sunshine Treatment Institute","Sunshine Treatment Institute","300"," Health Care, Detention & Correction - Other","ANNUAL Business Occupancy","1/7/2022 14:39:18","Yes","276595","-83.054383","42.419017"
"155706","4321 East McNichols","NORTH CENTRAL HEALTH CENTER",,"341"," Clinic, Clinic-type Infirmary","ANNUAL Business Occupancy","1/7/2022 13:45:06","Yes","271642","-83.059617","42.418959"
"159916","20500 James Couzens","CRANBROOK HOUSE MOTEL - BLDG A","CRANBROOK HOUSE MOTEL","449"," Hotel/motel, Commercial","ANNUAL Residential","1/7/2022 13:30:00","Yes","17312","-83.201329","42.444139"
"159315","20490 Greenfield","Crystal House Motel","CRYSTAL HOUSE MOTEL","449"," Hotel/motel, Commercial","ANNUAL Residential","1/7/2022 12:30:00","Yes","30552","-83.199625","42.443837"
"154691","445 Ledyard","Mariners Inn","Mariners Inn","400"," Residential - Other","ANNUAL Residential","1/7/2022 12:22:05","Yes","216899","-83.058394","42.339776"
"147728","14900 East Warren","Finest Body Oils","Warren Fresh Fish and Seafood","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 18:10:10","Yes","313143","-82.95378","42.396864"
"159434","21645 West Eight Mile","Liberty  Tax  Service",,"599"," Business Office","ANNUAL Business Occupancy","30/6/2022 17:15:29","Yes","353197","-83.258023","42.442789"
"144858","13550 Conant","ENGINEERING REPRODUCTION INC",,"700"," Manufacturing, Processing","ANNUAL Industrial Occupancy","30/6/2022 16:50:08","Yes","272056","-83.062179","42.417089"
"156608","2971 West Warren","Jeffrey Mini-Mart Inc (BP Gas)","BP GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 15:26:04","Yes","45132","-83.095438","42.346301"
"158066","18585 Dale","CVS PHARMACY #8115","CVS Pharmacy","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 15:00:00","Yes","109966","-83.277041","42.425232"
"159325","18544 Plymouth","B&R  SOLUTIONS AUTO SERVICE","B & R Solutions Auto Service","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","30/6/2022 14:51:24","Yes","538609","-83.222684","42.372459"
"159285","15221 Wyoming","COUNTRY BOY KITCHEN LLC","VALERO GAS STATION","UUU"," Undetermined","ANNUAL Mercantile Occupancy","30/6/2022 14:30:39","Yes","541810","-83.160151","42.402225"
"134705","17154 Conant","JJ's Auto Spa","JJ's Auto Spa","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","30/6/2022 14:10:23","Yes","271638","-83.063821","42.419476"
"158497","18310 Telegraph","$4.00 SOFT CLOTH","Soft Cloth Car Wash","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","30/6/2022 14:00:00","Yes","109401","-83.276596","42.423374"
"159407","21651 West Eight Mile","HYDRO GIANT",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 13:56:14","Yes","96787","-83.257915","42.442789"
"159408","21637 West Eight Mile","BLACKSTONE BARBER SHOP",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","30/6/2022 13:53:20","Yes","101328","-83.257094","42.442876"
"159433","21711 West Eight Mile","Hollywood Beauty Supply",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 13:51:58","Yes",,,
"159397","15834 West Seven Mile","Ms. Be Bea's Grill","Ms. Be Bea's Grill","161"," Restaurant or Cafeteria","ANNUAL Business Occupancy","30/6/2022 13:30:14","Yes","351926","-83.203608","42.43059"
"159420","21721 West Eight Mile","New Life Nails",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","30/6/2022 13:30:05","Yes","96788","-83.257915","42.442789"
"156822","23891 West McNichols","Mobil GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 13:00:00","Yes","116120","-83.276585","42.41414"
"152276","1720 East McNichols","ABA KING, INC","ABA King Inc.","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","30/6/2022 12:55:15","Yes","535693","-83.085007","42.417978"
"144859","3810 East McNichols","FaiqMairaLayla LLC","Diamond Dot Market","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 12:41:43","Yes","270498","-83.063025","42.41841"
"159271","13547 East Seven Mile","NARRA'S MARKET",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 12:38:15","Yes","222365","-82.985638","42.435271"
"159432","21729 West Eight Mile","LA INSURANCE",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","30/6/2022 12:32:36","Yes","96789","-83.257915","42.442789"
"159667","17498 Mt. Elliott","The Great Vine LLC","The Grapevine LLC","655"," Crops or Orchard","ANNUAL Industrial Occupancy","30/6/2022 12:03:24","Yes","538396","-83.038192","42.423081"
"159321","17706 Plymouth","The Oil Exchange","The Oil Exchange","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","30/6/2022 12:02:26","Yes","215604","-83.215983","42.372535"
"159283","13435 Fenkell","Detroit Affordable Muffler","Detroit Affordable Muffler","571"," Service Station, Gas Station","ANNUAL Repair Garage","30/6/2022 12:00:00","Yes","351211","-83.177788","42.401843"
"142150","1941 East McNichols","Auto Quick Fix LLC","Auto Quick Fix LLC","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","30/6/2022 11:55:04","Yes","535855","-83.081398","42.418788"
"159396","12041 Dexter","IN HARMONY CAFE SWEETS & MORE",,"160"," Eating, Drinking Places - Other","ANNUAL Business Occupancy","30/6/2022 11:50:10","Yes","76993","-83.125719","42.381404"
"159476","21741 West Eight Mile","Check n Go",,"599"," Business Office","ANNUAL Business Occupancy","30/6/2022 11:48:16","Yes",,,
"159406","21745 West Eight Mile","LA Insurance",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/6/2022 11:46:00","Yes","96790","-83.257915","42.442789"
"159269","5240 East Outer Drive","RANDAZZO, JOE FRUIT MARKETS",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","30/6/2022 11:21:59","Yes","265209","-83.016119","42.436812"
"159308","16730 Telegraph","CITGO GAS STATION","ZAZZ EXPRESS GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 11:00:00","Yes","133013","-83.276376","42.411397"
"159320","17707 Plymouth","S &P ENTERPRISE/ BP GAS","BP Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 10:39:55","Yes","215587","-83.215805","42.371942"
"159282","12721 Fenkell","KTA FOOD AND FUEL (Marathon Station)","MARATHON GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 10:30:51","Yes","86837","-83.169863","42.401877"
"159268","19404 Sherwood","MINERVA BAR LLC DBA ESCAPE LOUNGE","ESCAPE LOUNGE","162"," Bar or Nightclub","ANNUAL Assembly Occupancy","30/6/2022 10:15:47","Yes","265870","-83.033868","42.437315"
"113926","18620 Plymouth","Sunoco","Sunoco / Infinity Fuel","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 09:48:39","Yes","215601","-83.223763","42.372439"
"159323","18321 Plymouth","Excel Auto Care","Excel Auto Care","500"," Mercantile, Business - Other","ANNUAL Repair Garage","30/6/2022 09:13:38","Yes","215584","-83.219618","42.371831"
"159281","10840 Fenkell","VACANT","CITGO GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","30/6/2022 09:00:20","Yes","94992","-83.168853","42.40256"
"123759","8670 Grand River","Trade Union Leadership Counsel, Inc.","Trade Union Leadership Counsel","100"," Assembly - Other","ANNUAL Assembly Occupancy","30/6/2022 06:50:11","Yes","536612","-83.123605","42.362862"
"159389","407 East Fort","Building Shell","The Globe Building","UUU"," Undetermined","ANNUAL Assembly Occupancy","30/6/2022 03:21:57","Yes","8174","-83.042512","42.333015"
"159239","24201 West Seven Mile","JUST MARTINIS BAR & GRILL DBA DEMI'S RESTAURANT","Demi's Restaurant","100"," Assembly - Other","ANNUAL Assembly Occupancy","30/6/2022 01:07:14","Yes","119763","-83.278929","42.428664"
"141816","10717 West McNichols","2020 Event Center","VACANT","100"," Assembly - Other","ANNUAL Assembly Occupancy","29/6/2022 19:53:51","Yes","350666","-83.168498","42.416453"
"159258","2550 East McNichols","One Stop Auto Parts","One Stop Auto Parts","700"," Manufacturing, Processing","ANNUAL Industrial Occupancy","29/6/2022 17:21:36","Yes","536044","-83.075838","42.418454"
"159230","18081 Kelly","Manhattan Chicken and Fish","18077 Kelly","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/6/2022 17:15:43","Yes",,,
"140973","4602 East Davison","Turner Tours / Aero Race Car Warehouse","Aero Race Car / Turner Tours","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Storage Occupancy","29/6/2022 16:45:15","Yes","272162","-83.055718","42.417439"
"159231","20500 Mound","Prestige Auto Parts","Prestige Auto Parts","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","29/6/2022 16:30:06","Yes","298390","-83.043509","42.446466"
"159307","23524 Fenkell","23524 Fenkell",,"UUU"," Undetermined","ANNUAL Repair Garage","29/6/2022 16:00:00","Yes","539243","-83.270615","42.400423"
"159233","11200 Morang","Holiday House Wine Shoppe","Holiday House Wine Shoppe","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","29/6/2022 15:45:35","Yes","314078","-82.943788","42.423908"
"159255","4105 East Mcnichols","SYLHET MOTORS & SERVICE LLC",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","29/6/2022 15:19:10","Yes","276482","-83.062031","42.418991"
"159217","11223 East Seven Mile","Braids 4 Passion",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","29/6/2022 15:07:25","Yes","225591","-83.009648","42.434446"
"159235","17255 Mack","PARKIES LIQUOR INC","PARKIE'S LIQUOR STORE","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/6/2022 14:45:57","Yes","333534","-82.920723","42.397184"
"152719","12845 Fenkell","FIRST STAR COLLISION & REPAIR",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","29/6/2022 14:45:40","Yes","351064","-83.171331","42.401913"
"159248","13018 Fenkell","DOLLAR TREE #6272","DOLLAR TREE","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/6/2022 14:30:57","Yes","93888","-83.17289","42.402417"
"159247","12943 Fenkell","AKBARS RESTAURANT",,"100"," Assembly - Other","ANNUAL Business Occupancy","29/6/2022 14:00:14","Yes","351090","-83.172414","42.40199"
"159306","16920 Telegraph","TELEGRAPH MOTEL","Suburban Motel South Building","000"," Property Use - Other","ANNUAL Residential","29/6/2022 14:00:00","Yes","130922","-83.276207","42.413834"
"155541","5900 West Vernor","EL RANCHO MEXICAN RESTAURANT","El Rancho","100"," Assembly - Other","ANNUAL Assembly Occupancy","29/6/2022 13:58:27","Yes","349550","-83.105761","42.31653"
