"number","amount","description","status","supplier","city","state","start_date","end_date","contract_link"
"3052219","18950","Emergency Residential Demolition, 16122 Lamphere, (22RJ18587) ","Closed","Inner City Contracting, LLC","Detroit","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052219.pdf"
"3052217","1887","TO PROVIDE GATE REPAIRS FOR THE CITY OF DETROIT, AIRPORT DEPARTMENT (REQ 491631)","Closed","CASEY FENCE CO INC","DETROIT","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052217.pdf"
"3052209","2268.3","DWSD Only - PO 3052209 - TIRE, MEDIUM TRUCK: RADIAL, GOODYEAR #215/75R17.5 LOAD RANGE H PSI 125","Finally Closed","JEFFERSON CHEVROLET CO",,,"15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052209.pdf"
"3052218","23800","Emergency Residential Demolition, 4016 Collingwood, (22RJ181596,1)","Open","DMC CONSULTANTS INC","DETROIT","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052218.pdf"
"3052233","22450","Emergency Demolition (Residential) 3540 Hurlbut","Open","Inner City Contracting, LLC","Detroit","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052233.pdf"
"3052228","311.84","DWSD only - PO 3052228 ROTOR, BRAKE: REAR 2009 E350 FORD VAN SUPER DUTY ; FORD# 8C2Z-2C026-C/ MOTORCRAFT # BRRF-11 ( NO SUBSTITUTIONS)","Closed","DEALER AUTO PARTS SALES INC","REDFORD","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052228.pdf"
"3052234","40250","FY22 - RFP #22EW181623 Emergency Demolition of 12125 Barlow and 12544 Racine GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052234.pdf"
"3052230","15.9","DWSD only PO 3052230 - 23457 LENS, SIGNAL: TAIL-LIGHT 90232 GROTE","Closed","KIRK'S AUTOMOTIVE INC","CHICAGO","IL","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052230.pdf"
"3052214","140700","FY-22 Antifreeze Premixed Bulk USED IN THE RADIATORS OF THE BUSES AND OTHER VEHICLES WITH RADIATORS, FOR ENGINE COOLING  CC APPROVAL 11/17/2020","Open","VESCO OIL CORP","SOUTHFIELD","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052214.pdf"
"3052203",,"Emergency Flood Debris Removal to move items.","Open","BDM TRANSPORT LLC","Detroit","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052203.pdf"
"3052184","2326.5","Provide Employee Background ScreeningsINVOICE PAYMENT ONLY","Closed","Quick Acquisition LLC dba Quick Search","Dallas","TX","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052184.pdf"
"3052169","153.02","PO for payment of Staples Folding Table, Regular Duty, 72""L x 30""W, Platinum Item#470949 City of Detroit General Services/Health Animal Control 7401 Chrysler Dr., Detroit MI 48211 Attn: Lori Sowle","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052169.pdf"
"3052175","21141.87","BID 181563 PO for payment of FY-22 DPW City Engineering Bid Request for Office Furniture for additional employees Quote QM597631 (discount included)","Closed for Invoicing","NATIONAL BUSINESS FURNITURE LLC",,,"14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052175.pdf"
"3052191","20900","FY22- RFP#22EW181602 Emergency Demolition of 13065 Flanders GF Blight Demolition FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052191.pdf"
"3052162","1984.9995","PO for payment of FY22; Ref# 22-1447 - LARGE PROPERTY ENVELOPES","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052162.pdf"
"3052196","2417.52","Provide carpentry services as noted in work order no. 073057.","Closed","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052196.pdf"
"3052193","167.16","DWSD Only - PO 3052193 PAD, DISC BRAKE: 2008 F-450 / F-550 FORD SUPER DUTY MOTORCRAFT # BR 1066 B ( NO SUBSTITUTIONS )","Closed","DEALER AUTO PARTS SALES INC","REDFORD","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052193.pdf"
"3052205","620","PO for FY-22 DPW City Engineering Request for Calibration Services as required per State of Michigan - Issue SPO to Calibration Services Inc","Open","CALIBRATION SERVICES INC","Emlenton","PA","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052205.pdf"
"3052165","190.56","PO for payment of Printed business cards 500 each for HRD(5)people. Printed business cards 250 each for HRD(4)people.","Open","CRYSTAL CLEAR IMAGES","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052165.pdf"
"3052163","30950.5","DWSD Only - KIT, SPOOL; 4X4X6"" LONG SPOOL W/2"" TEST TAP, 2X4 NIPPLE AND BALL VALVE. MFG: METRON NO SUBSTITUTION cost per item $435.00 + shipping $7.15 = $442.15","Closed for Receiving","Metron-Farnier","Boulder","CO","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052163.pdf"
"3052200","2547","DWSD Only - COVER, CATCH BASIN:   6 HOLE RESTRICTED GRAY IRON A.S.T.M. STD. SPEC. A-48 CLASS 30 W/BOLT DOWN CAPABILITY.  BEARING SURFACE SHALL BE GROUND TO PREVENT ROCKING IN ACCORDANCE WITH DWSD DWG #B-120-141A.","Closed","FERGUSON ENTERPRISE INC., DBA POLLARD WATER","PITTSBURG","PA","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052200.pdf"
"3052160","7712","Contract 6000576 PO for payment of 14 of Staples item number 660835, 15 of staples item number 1413595. Also, we are requesting assembly of these items - please see attached quoteContact Info: Felicia Jenkins 313.237.2888","Open","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052160.pdf"
"3052161","1200","PO for payment of Brochures for DPD's Victim Assistance ProgramSee attached quote","Finally Closed","CDW GOVERNMENT LLC","CHICAGO","IL","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052161.pdf"
"3052208","1233.5","payment per invoice CP11009","Closed","METCOM","Saint Clair Shores","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052208.pdf"
"3052206","500","payment per invoice: 0078","Closed for Receiving","Captured Visuals","Eastpointe","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052206.pdf"
"3052176","1974","To repair a fence for the Airport. ","Closed","CASEY FENCE CO INC","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052176.pdf"
"3052167","89.15","PO for payment of Printed business cards 500 each for HRD(3)people. Printed business cards 250 each for HRD(1)people.","Open","CRYSTAL CLEAR IMAGES","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052167.pdf"
"3052177","1933.92","payment per quote XF-X21-0005","Closed","X-Cel Restoration, Inc.","Ferndale","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052177.pdf"
"3052158","1985","PO for payment of FY22- LARGE PROPERTY ENVELOPES","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052158.pdf"
"3052183","47169.33","DPD RFQ Accenture Managed Security Services (MSS) Advanced Security Monitoring Service Firewall One-Year Subscription Quantity: 7","Closed for Invoicing","CREATIVE BREAKTHROUGHS, INC","Detroit","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052183.pdf"
"3052192","770","Provide carpentry service as noted in work order 073062.commercial carpet cleaning","Closed","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052192.pdf"
"3052185","15600","FY22 RFP#22EW181571Emergency Demolition of 15707 Hazelton GF Blight Funding FY22			Which expire on 9/28/2022","Closed","Inner City Contracting, LLC","Detroit","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052185.pdf"
"3052197","6291.39","PO for payment of past due invoices.See attached","Closed","BUSINESS INFORMATION SYSTEMS","SOUTHFIELD","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052197.pdf"
"3052159","30.55","PO for payment of Council Member Lopez. 30 blue linen 11 x17 Spirit of Detroit Awar","Closed for Receiving","ALLEGRA PRINT & IMAGING","DETROIT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052159.pdf"
"3052164","5000","PO for payment of Water and Coffee products for the Mayor's Office. Ref expired Contract 6001733. Amendment held due to Pandemic","Open","ABSOPURE WATER COMPANY","PLYMOUTH","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052164.pdf"
"3052168","1718.3","PO for payment of ADMIN: BARBARA ROETHLER ITEMS. See attached quote","Open","4IMPRINT","Chicago","IL","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052168.pdf"
"3052174","15448","Quick Bid/ No responses providing all items. PO for payment of Various AV equipment. See quote attached","Open","Magnasync Moviola Corp, dba Filmtools","Burbank","California","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052174.pdf"
"3052207","129.9","payment per quote 690","Closed","RODZINA INDUSTRIES INC (DBA DETROIT MARKING PRODUCTS)","FLINT","MI","14/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052207.pdf"
"6003892","115500","To provide the City of Detroit Fire Department with Fifteen (15) Commercial Gear Dryers over a Two (2) year contract period","Open","R & R FIRE TRUCK REPAIR INC","NORTHVILLE","MI","13/9/2021 00:00:00","30/6/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003892.pdf"
"3052145","513.36","DWSD Only - PAINT, INTERIOR: SEMI-GLOSS, BEIGE; IN 5 GALLON CONTAINERS","Closed","THE COLOR BLOC LLC","Detroit","MI","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052145.pdf"
"3052146","3909","PO for payment of 8 1/2"" x 11"" Tri-Fold Brochure City of Detroit General Services Department Parks & Recreation Division 115 Erskine Detroit MI 48201 Attn; Jeremy Thomas","Closed","ShannonLoren Ltd.","Troy","MI","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052146.pdf"
"3052148","833","PO for Alarm Services ","Open","GUARDIAN ALARM COMPANY","SOUTHFIELD","MI","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052148.pdf"
"3052142","7000","To procure blinds for suite 808 ","Open","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052142.pdf"
"6003891","28610.72","To provide Badges and Badge Accessories for City of Detroit Fire Department. ","Open","NYE UNIFORM CO","Walker","MI","13/9/2021 00:00:00","30/6/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003891.pdf"
"3052155","3196.65","To pay for oil deliveries to: GSD Fleet - Russell Ferry garage and Davison Yard for COD vehicles.  CC APPROVAL 6/25/2019","Closed","Lyden Oil Company","Walbridge","Ohio","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052155.pdf"
"3052156","11167.35","To pay for oil deliveries to: GSD - Davison yard, Fire Apparatus and Street Maintenance garage for COD vehicles CC APPROVAL 6/25/2019","Closed","Lyden Oil Company","Walbridge","Ohio","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052156.pdf"
"3052149","6693.7","PO for Safety Vest per Negotiation 181573 and attached quote  Grainger will supply a sample for all sizes needed prior to purchaseSizes available are XS-4XL Hook & loop closureWill supply digital logo proof when provided with placement","Open","GRAINGER","PALATINE","IL","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052149.pdf"
"3052157","3495.65","To pay fy21 invoices due to an increase in prices on the blanket agreement #6002177 JE#100002973765","Closed","Lyden Oil Company","Walbridge","Ohio","13/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052157.pdf"
"3052141","1666.66","Council Member Benson Invoice # 1433. Communications Service April 2021INVOICE PAYMENT ONLY","Closed","COMPASS STRATEGIES, LLC","Detroit","MI","11/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052141.pdf"
"3052138","50","payment per Invoice 63798","Closed","BOLOGNA AGENCY INC","DETROIT","MI","11/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052138.pdf"
"3052140","1666.66","Council Member Benson. Invoice payment #1500.Communications service. August 2021 services; Discussed writing an op-ed exploring why Detroiters are still leaving the cityINVOICE PAYMENT ONLY","Closed","COMPASS STRATEGIES, LLC","Detroit","MI","11/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052140.pdf"
"3052125","1841.95","payment per quote ESTN-34421","Closed","JL GEISLER SIGN COMPANY","Troy","MI","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052125.pdf"
"3052111","605","DWSD Only - PIPE, VITRIFIED:  CLAY 12"" X 2 FT IN ACCORDANCE WITH DWSD SPECIFICATION #WCW-6.","Closed","MOTOR CITY PIPE & SUPPLY CO","DETROIT","MI","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052111.pdf"
"3052124","2432.1","payment per quote ","Open","VAPOR BUS INTERNATIONAL","Buffalo Grove","IL","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052124.pdf"
"3052126","2000","payment per invoice #616B","Open","BLACK WOMEN ROCK","DETROIT","MI","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052126.pdf"
"3052128","253300"," Per CC approval 6/29/2021 SPO to provide COVID-19 related printing services.","Closed","WOLVERINE SOLUTIONS GROUP","DETROIT","MI","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052128.pdf"
"3052132","384","BOPC- Survey Services- Survey Monkey","Open","SURVEYMONKEY.COM LLC","CHICAGO","IL","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052132.pdf"
"3052121","960","payment per ad account 0000359971","Open","DETROIT MEDIA PARTNERSHIP LP #1008","DETROIT","MI","10/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052121.pdf"
"3052062","299.97","Canon CanoScan LiDE 400 2996C002 Flatbed Desktop Scanner, Black","Closed for Receiving","QUILL CORPORATION","LINCOLNSHIRE","IL","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052062.pdf"
"3052059","25330","To cover the cost of outstanding invoices for the Emergency Demolition of the following property on: 165 W. Greendale","Closed","DORE & ASSOCIATES CONTRACTING INC","BAY CITY","MI","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052059.pdf"
"3052101","5463","payment per quote 12756","Closed","SECURE DOOR LLC","MT CLEMENS","MI","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052101.pdf"
"3052079","1698","DWSD Only - COVER, CATCH BASIN:   6 HOLE RESTRICTED GRAY IRON A.S.T.M. STD. SPEC. A-48 CLASS 30 W/BOLT DOWN CAPABILITY.  BEARING SURFACE SHALL BE GROUND TO PREVENT ROCKING IN ACCORDANCE WITH DWSD DWG #B-120-141A.","Closed","FERGUSON ENTERPRISE INC., DBA POLLARD WATER","PITTSBURG","PA","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052079.pdf"
"6003885","39140","To provide Annual Fire Hose Testing to the City of Detroit Fire Department for a two (2) year period. ","Open","Fire Catt, LLC","Troy","MI","9/9/2021 00:00:00","30/6/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003885.pdf"
"3052098","99500","Planned Knock Commercial Demolition - 3005 Elmwood - CDBG funded in accordance with solicitation 181534","Open","Inner City Contracting, LLC","Detroit","MI","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052098.pdf"
"3052058","24745","To cover the cost of outstanding invoices for the Emergency Demolition of the following property on: 2582 Eastlawn","Closed","DORE & ASSOCIATES CONTRACTING INC","BAY CITY","MI","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052058.pdf"
"3052083","24865.5","DWSD Only - COVER, MANHOLE: SEWER MARKED HINGED MANHOLE ASSEMBLY; ERGO ASSEMBLY, SS CAM LOCK; WITH HINGED COVER AND FRAME INCLUDED; MFG EJ USA, INC P/N 00104051L01; IN ACCORDANCE WITH ATTACHED DRAWING AND SPECIFICATIONS","Closed","EJ USA INC","PITTSBURGH","PA","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052083.pdf"
"3052082","0","DWSD Only - PO for SMIT3014410. SHIELD PLUS 9MM 13RND MAGAZINE, BROWNELL 940-003-284WB AMMM","Finally Closed","KEISER CORPORATION","Fresno","CA","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052082.pdf"
"3052090","99450","PO for the 2018 UTGO Bond Funded purchase of {78} Vista High Definition Wi-Fi Body Worn Cameras Systems with Hardware and Software Warranties for Police per MiDeal 180000001059.","Open","MOTOROLA SOLUTIONS INC","SCHAUMBURG","IL","9/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052090.pdf"
