"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"57798","3/2/2022","Routine Inspection","51622567","Beauty Cafe dba Detroit Waffle Cafe","2-301.14","FOOD EMPLOYEES shall clean their hands and exposed portions of their arms as specified under § 2-301.12 immediately before engaging in FOOD preparation including working with exposed FOOD, clean EQUIPMENT and UTENSILS, and unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES (P) and:
(A)     After touching bare human body parts other than clean hands and clean, exposed portions of arms; (P)
(B)     After using the toilet room; (P)
(C)     After caring for or handling SERVICE ANIMALS or aquatic animals as specified in ¶ 2-403.11(B); (P).
(D)     Except as specified in ¶ 2-401.11(B), after coughing, sneezing, using a handkerchief or disposable tissue, using tobacco, eating, or drinking; (P)
(E)     After handling soiled EQUIPMENT or UTENSILS; (P)
(F)     During FOOD preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing tasks; (P)
(G)     When switching between working with raw FOOD and working with READY-TO-EAT FOOD; (P)
(H)     Before donning gloves for working with FOOD; (P) and
(I)      After engaging in other activities that contaminate the hands. (P)","Priority","Employee(s)",,,"Did not wash hands",,,"EMPLOYEE(S)","","","True","10","3/2/2022",,"True"
"57798","3/2/2022","Routine Inspection","51622567","Beauty Cafe dba Detroit Waffle Cafe","2-402.11","FOOD EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE or SINGLE-USE ARTICLES.","Core","Hair restraint",,,"Not worn on head/hair",,,"EMPLOYEE(S)","","","True","30","3/2/2022",,"False"
"57797","3/1/2022","Routine Inspection","51623134","BBQ Central","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"FLOOR","","","False","30",,,"False"
"57796","3/19/2022","Routine Inspection","51622714","-320 Coffee & Creamery","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation","Sanitizer test kit","quaternary ammonia",,"Not provided",,,"FACILITY",,,"False","10",,"Provide.","True"
"57793","3/19/2022","Routine Inspection","51622643","Bangkok 96","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with","Linens",,"DRY STORAGE AREA",,,"True","10","3/19/2022","Store toxics below and away from all other items.","True"
"57789","3/18/2022","Routine Inspection","3620","Captain Jay's Fish & Chicken","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation","Handwashing sink(s)",,,"Not easily accessible","Items stored","In","HANDSINK(S)",,,"True","10","3/18/2022",,"True"
"57789","3/18/2022","Routine Inspection","3620","Captain Jay's Fish & Chicken","2-401.11","(A)    An EMPLOYEE shall eat, drink, or use any form of tobacco only in designated areas where the contamination of exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES; or other items needing protection can not result.
(B)     A FOOD EMPLOYEE may drink from a closed BEVERAGE container if the container is handled to prevent contamination of:
         (1)     The EMPLOYEE'S hands;
         (2)     The container; and
         (3)     Exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; and unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES.
","Core","Employee(s)",,,"Drinking","From uncovered beverage container",,"EMPLOYEE(S)",,,"True","30","3/18/2022",,"False"
"57789","3/18/2022","Routine Inspection","3620","Captain Jay's Fish & Chicken","2-402.11","FOOD EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE or SINGLE-USE ARTICLES.","Core","Hair restraint",,,"Not worn on head/hair",,,"EMPLOYEE(S)",,,"False","30",,,"False"
"57789","3/18/2022","Routine Inspection","3620","Captain Jay's Fish & Chicken","3-302.12","Except for containers holding FOOD that can be readily and unmistakably recognized such as dry pasta, working containers holding FOOD or FOOD ingredients that are removed from their original packages for use in the FOOD ESTABLISHMENT, such as cooking oils, flour, herbs, potato flakes, salt, spices, and sugar shall be identified with the common name of the FOOD.","Core","Food item(s)",,,"Not identified",,,"KITCHEN",,,"True","30","3/18/2022",,"False"
"57789","3/18/2022","Routine Inspection","3620","Captain Jay's Fish & Chicken","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core","Dispensing utensil(s)",,,"Improperly stored","With handle in product",,"ICE MACHINE",,,"True","30","3/18/2022",,"False"
"57788","3/18/2022","Routine Inspection","1360","Motor City Coney Island","3-307.11","FOOD shall be protected from contamination that may result from a factor or source not specified under Subparts 3-301 - 3-306.
","Core","Food",,,"Not protected","From contamination",,"ICE MACHINE",,,"True","30","3/18/2022",,"False"
"57778","3/22/2022","Routine Inspection","1191","Niki's Pizzeria","4-601.11","(A) EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be clean to sight and touch. (Pf)
(B) The FOOD-CONTACT SURFACES of cooking EQUIPMENT and pans shall be kept free of encrusted grease deposits and other soil accumulations. 
(C) NonFOOD-CONTACT SURFACES of EQUIPMENT shall be kept free of an accumulation of dust, dirt, FOOD residue, and other debris. 
","Foundation","Food-contact surface(s)",,,"Soiled",,,"PREP AREA(S)",,,"True","10","3/22/2022",,"True"
"57778","3/22/2022","Routine Inspection","1191","Niki's Pizzeria","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"WALK-IN COOLER","On the floor",,"False","30",,,"False"
"57777","3/22/2022","Routine Inspection","1089","Loco Bar & Grill","6-202.11","Except as otherwise approved, light bulbs shall be shielded, coated, or otherwise shatter-resistant in areas where there is exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES.
","Core","Light shielding",,,"Missing",,,"FACILITY","At the","Light Shield(s)","False","30",,"Provide.","False"
"57777","3/22/2022","Routine Inspection","1089","Loco Bar & Grill","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"PREP AREA(S)","On the floor",,"False","30",,,"False"
"57776","3/22/2022","Routine Inspection","1505","Fishbones Rhythm Kitchen ","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with",,,"SUSHI BAR","Above the","Ice bin","True","10","3/22/2022",,"True"
"57776","3/22/2022","Routine Inspection","1505","Fishbones Rhythm Kitchen ","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Cold food item(s)",,,"Stored above 41 degrees F",,,"SALAD PREP AREA","In the","Cold table","True","10","3/22/2022",,"True"
"57776","3/22/2022","Routine Inspection","1505","Fishbones Rhythm Kitchen ","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"PREP AREA(S)","and the","Dishwashing room","False","30",,,"False"
"57755","3/18/2022","Routine Inspection","3585","Harbor House","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation","Sanitary hand drying provisions",,,"Not provided",,,"COOK LINE AREA","and the","Salad Station","True","10","3/18/2022",,"True"
"57755","3/18/2022","Routine Inspection","3585","Harbor House","4-501.114","A chemical SANITIZER used in a SANITIZING solution for a manual or
mechanical operation shall meet these limits or as otherwise approved: (P)
	Chlorine        ppm           pH<10             pH<8
		      25              120 F              120 F
		      50              100 F              75 F
		     100              55 F               55 F
                 Iodine           a concentration of between 12.5 and 25 ppm and minimum temp of 75 F and pH of 5 or less or meets manufacturer's specifications. (P)

                Quats            minimum temperature of 75 F, hardness of 500 ppm or less and meet manufacturers use directions. (P)
","Priority","Chlorine solution concentration",,,"Below 25 ppm",,,"BAR","At the","GLASS WASHER","True","10","3/18/2022",,"True"
"57755","3/18/2022","Routine Inspection","3585","Harbor House","2-402.11","FOOD EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE or SINGLE-USE ARTICLES.","Core","Hair restraint",,,"Not properly",,,"KITCHEN",,,"False","30",,,"False"
"57754","3/18/2022","Routine Inspection","5092","Townhouse Detroit Ste. 200","4-501.114","A chemical SANITIZER used in a SANITIZING solution for a manual or
mechanical operation shall meet these limits or as otherwise approved: (P)
	Chlorine        ppm           pH<10             pH<8
		      25              120 F              120 F
		      50              100 F              75 F
		     100              55 F               55 F
                 Iodine           a concentration of between 12.5 and 25 ppm and minimum temp of 75 F and pH of 5 or less or meets manufacturer's specifications. (P)

                Quats            minimum temperature of 75 F, hardness of 500 ppm or less and meet manufacturers use directions. (P)
","Priority","Chlorine solution concentration",,,"Below 25 ppm",,,"BAR","At the","GLASS WASHER","True","10","3/18/2022",,"True"
"57754","3/18/2022","Routine Inspection","5092","Townhouse Detroit Ste. 200","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"FLOOR DRAIN(S)",,,"False","30",,,"False"
